ST,state,Temp,date
VA,Virginia,55.9,2005
VA,Virginia,56.6,2006
VA,Virginia,56.8,2007
VA,Virginia,55.7,2008
VA,Virginia,55.2,2009
VA,Virginia,55.9,2010
VA,Virginia,57,2011
VA,Virginia,57.6,2012
VA,Virginia,55.1,2013
VA,Virginia,54.4,2014
VA,Virginia,56.5,2015
VA,Virginia,57.1,2016
VA,Virginia,57.3,2017
VT,Vermont,40,1978
VT,Vermont,42.4,1979
VT,Vermont,40.6,1980
VT,Vermont,42.2,1981
VT,Vermont,41.3,1982
VT,Vermont,42.6,1983
VT,Vermont,42.5,1984
VT,Vermont,41.5,1985
VT,Vermont,41.8,1986
VT,Vermont,42.2,1987
VT,Vermont,41.8,1988
VT,Vermont,40.7,1989
VT,Vermont,44,1990
VT,Vermont,43.5,1991
VT,Vermont,40.6,1992
VT,Vermont,41.2,1993
VT,Vermont,41.3,1994
VT,Vermont,42.3,1995
VT,Vermont,42,1996
VT,Vermont,41.1,1997
VT,Vermont,45.2,1998
VT,Vermont,44.3,1999
VT,Vermont,41.8,2000
VT,Vermont,43.8,2001
VT,Vermont,43.6,2002
VT,Vermont,41.5,2003
VT,Vermont,41.8,2004
VT,Vermont,43.4,2005
VT,Vermont,45.1,2006
VT,Vermont,42.2,2007
VT,Vermont,43,2008
VT,Vermont,42.3,2009
VT,Vermont,44.9,2010
VT,Vermont,44.3,2011
VT,Vermont,45.8,2012
VT,Vermont,43.2,2013
VT,Vermont,42,2014
VT,Vermont,42.6,2015
VT,Vermont,44.6,2016
VT,Vermont,43.8,2017
WA,Washington,45.9,1978
WA,Washington,46.4,1979
WA,Washington,46.1,1980
WA,Washington,47.3,1981
WA,Washington,45.5,1982
WA,Washington,46.7,1983
WA,Washington,45.3,1984
WA,Washington,43.9,1985
WA,Washington,47.3,1986
WA,Washington,48.2,1987
WA,Washington,47.3,1988
WA,Washington,46.6,1989
WA,Washington,47.3,1990
WA,Washington,47.1,1991
WA,Washington,48.6,1992
WA,Washington,45.6,1993
WA,Washington,47.9,1994
WA,Washington,47.5,1995
WA,Washington,45.6,1996
WA,Washington,47.1,1997
WA,Washington,48.6,1998
WA,Washington,46.9,1999
WA,Washington,46.2,2000
WA,Washington,46.9,2001
WA,Washington,46.9,2002
WA,Washington,48.2,2003
WA,Washington,48.4,2004
WA,Washington,47.3,2005
WA,Washington,47.5,2006
WA,Washington,46.8,2007
WA,Washington,45.8,2008
WA,Washington,46.4,2009
WA,Washington,47.1,2010
WA,Washington,45.5,2011
WA,Washington,47.1,2012
WA,Washington,47.2,2013
WA,Washington,48.4,2014
WA,Washington,50,2015
WA,Washington,48.6,2016
WA,Washington,46.8,2017
WI,Wisconsin,41,1978
WI,Wisconsin,40.4,1979
WI,Wisconsin,42.2,1980
WI,Wisconsin,43.5,1981
WI,Wisconsin,41.4,1982
WI,Wisconsin,43.4,1983
WI,Wisconsin,43.2,1984
WI,Wisconsin,41.4,1985
WI,Wisconsin,43.3,1986
WI,Wisconsin,46.3,1987
WI,Wisconsin,43.4,1988
WI,Wisconsin,41.1,1989
WI,Wisconsin,44.5,1990
WI,Wisconsin,43.7,1991
WI,Wisconsin,42.7,1992
WI,Wisconsin,41.7,1993
WI,Wisconsin,43,1994
WI,Wisconsin,42.8,1995
WI,Wisconsin,40.5,1996
WI,Wisconsin,42.6,1997
WI,Wisconsin,47.3,1998
WI,Wisconsin,45.4,1999
WI,Wisconsin,43.9,2000
WI,Wisconsin,45.3,2001
WI,Wisconsin,44.6,2002
WI,Wisconsin,43.2,2003
WI,Wisconsin,43.5,2004
WI,Wisconsin,45.1,2005
WI,Wisconsin,46,2006
WI,Wisconsin,44.7,2007
WI,Wisconsin,41.8,2008
WI,Wisconsin,42.4,2009
WI,Wisconsin,45.5,2010
WI,Wisconsin,44.1,2011
WI,Wisconsin,47.4,2012
WI,Wisconsin,41.8,2013
WI,Wisconsin,40.2,2014
WI,Wisconsin,44.8,2015
WI,Wisconsin,46.2,2016
WI,Wisconsin,44.7,2017
WV,West Virginia,49.9,1978
WV,West Virginia,50.2,1979
WV,West Virginia,50.5,1980
WV,West Virginia,50,1981
WV,West Virginia,51.6,1982
WV,West Virginia,51.2,1983
WV,West Virginia,51.6,1984
WV,West Virginia,51.6,1985
WV,West Virginia,52.3,1986
WV,West Virginia,52.3,1987
WV,West Virginia,50.9,1988
WV,West Virginia,50.9,1989
WV,West Virginia,53.9,1990
WV,West Virginia,53.8,1991
WV,West Virginia,51.3,1992
WV,West Virginia,51.9,1993
WV,West Virginia,51.8,1994
WV,West Virginia,51.6,1995
WV,West Virginia,50.7,1996
WV,West Virginia,51,1997
WV,West Virginia,54.2,1998
WV,West Virginia,53,1999
WV,West Virginia,51.8,2000
WV,West Virginia,52.7,2001
WV,West Virginia,53.2,2002
WV,West Virginia,51.6,2003
WV,West Virginia,52.7,2004
WV,West Virginia,52.8,2005
WV,West Virginia,53,2006
WV,West Virginia,53.3,2007
WV,West Virginia,51.8,2008
WV,West Virginia,51.7,2009
WV,West Virginia,52,2010
WV,West Virginia,53.5,2011
WV,West Virginia,54.3,2012
WV,West Virginia,51.8,2013
WV,West Virginia,50.8,2014
WV,West Virginia,53.1,2015
WV,West Virginia,54.1,2016
WV,West Virginia,54.1,2017
WY,Wyoming,39.4,1978
WY,Wyoming,40,1979
WY,Wyoming,41.9,1980
WY,Wyoming,43.7,1981
WY,Wyoming,39.8,1982
WY,Wyoming,40.9,1983
WY,Wyoming,39.9,1984
WY,Wyoming,39.2,1985
WY,Wyoming,42.3,1986
WY,Wyoming,42.5,1987
WY,Wyoming,42.8,1988
WY,Wyoming,41.2,1989
WY,Wyoming,41.8,1990
WY,Wyoming,41.7,1991
WY,Wyoming,42.5,1992
WY,Wyoming,38.9,1993
WY,Wyoming,42.9,1994
WY,Wyoming,41.7,1995
WY,Wyoming,41,1996
WY,Wyoming,41.2,1997
WY,Wyoming,42.5,1998
WY,Wyoming,43.2,1999
WY,Wyoming,42.5,2000
WY,Wyoming,43.2,2001
WY,Wyoming,41.4,2002
WY,Wyoming,43,2003
WY,Wyoming,42.4,2004
WY,Wyoming,42.8,2005
WY,Wyoming,43.2,2006
WY,Wyoming,43.3,2007
WY,Wyoming,40.7,2008
WY,Wyoming,40.9,2009
WY,Wyoming,42,2010
WY,Wyoming,41.1,2011
WY,Wyoming,44.8,2012
WY,Wyoming,41.7,2013
WY,Wyoming,42.1,2014
WY,Wyoming,44.2,2015
WY,Wyoming,43.9,2016
WY,Wyoming,43.2,2017
ALL,all,51.0,1978
ALL,all,50.9,1979
ALL,all,52.4,1980
ALL,all,53.1,1981
ALL,all,51.3,1982
ALL,all,51.4,1983
ALL,all,52.0,1984
ALL,all,51.3,1985
ALL,all,53.3,1986
ALL,all,53.3,1987
ALL,all,52.6,1988
ALL,all,51.8,1989
ALL,all,53.5,1990
ALL,all,53.2,1991
ALL,all,52.6,1992
ALL,all,51.3,1993
ALL,all,52.9,1994
ALL,all,52.7,1995
ALL,all,51.9,1996
ALL,all,52.2,1997
ALL,all,54.2,1998
ALL,all,53.9,1999
ALL,all,53.3,2000
ALL,all,53.7,2001
ALL,all,53.2,2002
ALL,all,53.3,2003
ALL,all,53.1,2004
ALL,all,53.6,2005
ALL,all,54.3,2006
ALL,all,53.7,2007
ALL,all,52.3,2008
ALL,all,52.4,2009
ALL,all,53.0,2010
ALL,all,52.2,2011
ALL,all,55.3,2012
ALL,all,52.4,2013
ALL,all,52.5,2014
ALL,all,54.4,2015
ALL,all,55.0,2016
ALL,all,54.5,2017
